date,hour,da_price,imbalance_price,imbalance_mwh
2024-04-09,3,63.87,135.042,-106.652
2024-04-09,4,64.28,123.011,-21.234
2024-04-09,5,63.5,126.956,-54.153
2024-04-09,6,73.24,16.318,66.78799999999998
2024-04-09,7,89.09,167.221,-10.540000000000049
2024-04-09,8,102.0,144.574,-67.72999999999999
2024-04-09,9,117.76,35.35,49.769000000000005
2024-04-09,10,90.1,60.036,159.978
2024-04-09,11,86.23,51.832,335.28700000000003
2024-04-09,12,76.4,137.983,-123.19700000000002
2024-04-09,13,53.0,128.126,-515.0070000000001
2024-04-09,14,50.0,127.513,-361.289
2024-04-09,15,53.0,116.515,-157.99
2024-04-09,16,61.0,114.783,-283.174
2024-04-09,17,78.71,29.664,3.0690000000000026
2024-04-09,18,80.7,126.432,-89.176
2024-04-09,19,90.0,166.007,-365.13700000000006
2024-04-09,20,105.13,178.722,-362.23199999999997
2024-04-09,21,104.22,183.833,-673.2900000000001
2024-04-09,22,90.0,180.686,-34.215
2024-04-09,23,85.02,56.616,262.334
2024-04-09,24,78.34,132.074,-13.516999999999996
2024-04-10,1,71.9,37.472,109.816
2024-04-10,2,63.22,132.263,-30.832000000000008
2024-04-10,3,58.55,5.046,171.275
2024-04-10,4,55.4,128.477,-35.205
2024-04-10,5,56.5,0.584,134.29000000000002
2024-04-10,6,61.68,2.904,25.060999999999993
2024-04-10,7,87.87,12.296,500.50600000000003
2024-04-10,8,107.55,68.759,212.71100000000004
2024-04-10,9,125.0,61.727,68.981
