ts,pnl,position
2024-02-18 00:00:00,4.351638282457103,0.08977633030320809
2024-02-18 01:00:00,7.932338327501317,0.16694387724931742
2024-02-18 02:00:00,11.3979729518251,0.30380012132376727
2024-02-18 03:00:00,8.81197174476847,0.202086268656541
2024-02-18 04:00:00,11.607065061192724,0.25216852552070923
2024-02-18 05:00:00,8.5632000806498,0.20843150814550193
2024-02-18 06:00:00,7.121580392934403,0.1795296055494203
2024-02-18 07:00:00,7.11903279937895,0.18850874617712035
2024-02-18 08:00:00,4.408849948776526,0.109642882514151
2024-02-18 09:00:00,1.2422648940626608,0.02660836836941035
2024-02-18 10:00:00,-0.16038445509297553,0.00228415824161125
2024-02-18 11:00:00,4.737954345661139,0.05873036016586887
2024-02-18 12:00:00,3.3738769775536377,0.03833384815372317
2024-02-18 13:00:00,-9.062657950052474,0.1473914477865642
2024-02-18 14:00:00,14.600693262250072,0.17721223510152898
2024-02-18 15:00:00,16.403421880729546,0.2054647724686734
2024-02-18 16:00:00,13.272123654554237,0.28223548441369994
2024-02-18 17:00:00,10.127327942012359,0.2696163128164729
2024-02-18 18:00:00,10.471290295693505,0.27275377811709783
2024-02-18 19:00:00,5.696752736810991,0.16304853421136808
2024-02-18 20:00:00,2.839002831496367,0.10103572481214165
2024-02-18 21:00:00,4.611721496841565,0.14188602580812743
2024-02-18 22:00:00,6.634099160901734,0.18552250233232848
2024-02-18 23:00:00,-6.81885667281485,0.18344067235593595
2024-02-19 00:00:00,-7.259300590085768,0.1982169835918895
2024-02-19 01:00:00,-12.460812078361018,0.20654763179169253
2024-02-19 02:00:00,-16.416483445917756,0.22973933198871707
2024-02-19 03:00:00,-10.306145300714327,0.1912760583640676
2024-02-19 04:00:00,-13.61944528211212,0.2602358895980151
2024-02-19 05:00:00,33.4445596887572,0.26867200366929256
2024-02-19 06:00:00,5.424461537372861,0.08763548963412164
2024-02-19 07:00:00,6.881903515633185,0.10389660792344553
2024-02-19 08:00:00,0.9654207421491968,0.045083624831848204
2024-02-19 09:00:00,1.4906023637249421,0.05060608941520765
2024-02-19 10:00:00,1.841762500143806,-0.03890581761642211
2024-02-19 11:00:00,2.2062173137563863,-0.05244158102582331
2024-02-19 12:00:00,0.655639406384702,-0.021936543307839333
2024-02-19 13:00:00,0.9540395866790979,-0.04584304390366141
2024-02-19 14:00:00,-3.9545061589456965,0.13989833229368864
2024-02-19 15:00:00,-5.224726579972041,0.099122113070993
2024-02-19 16:00:00,-7.714601625419051,0.14094458071469904
2024-02-19 17:00:00,-7.287604495930754,0.16050931647535963
2024-02-19 18:00:00,10.23587033500274,0.2233881917680265
2024-02-19 19:00:00,-5.402471588847861,0.11998826404992476
2024-02-19 20:00:00,8.544245206854598,0.10675902698705032
2024-02-19 21:00:00,7.713041016043562,0.138716274590284
2024-02-19 22:00:00,1.9107479814917814,0.04723144188584306
2024-02-19 23:00:00,3.7849519041318587,0.10177064085751548
2024-02-20 00:00:00,-3.613248519548217,0.10250350410065863
2024-02-20 01:00:00,4.136374043248036,0.08301804401902732
2024-02-20 02:00:00,11.85613839025741,0.15719943238961842
2024-02-20 03:00:00,-0.147482566399706,-0.002030293723925965
2024-02-20 04:00:00,0.0,0.07982166360836794
2024-02-20 05:00:00,7.981025977156263,0.13248092722663032
2024-02-20 06:00:00,3.990624866925,0.10006832836643349
2024-02-20 07:00:00,3.9676848052040885,0.0708844250045394
2024-02-20 08:00:00,3.420355681626235,0.1299379129136586
2024-02-20 09:00:00,-4.894817870858969,0.08104942411966568
2024-02-20 10:00:00,-1.1108937661605243,0.018894036433779925
2024-02-20 11:00:00,1.434158887606983,-0.024530632314022017
2024-02-20 12:00:00,0.11322429073838616,-0.007368015275485533
2024-02-20 13:00:00,-1.4309360348091331,0.04510152345980184
2024-02-20 14:00:00,-3.4970026063745134,0.07702139960739407
2024-02-20 15:00:00,-6.2110882127679465,0.12732075134304874
2024-02-20 16:00:00,-6.8092522683492565,0.15355174807417424
2024-02-20 17:00:00,-8.282348575041713,0.2226018914462793
2024-02-20 18:00:00,-9.995721431620227,0.20854397846112593
2024-02-20 19:00:00,-5.088531412272468,0.11606786825739532
2024-02-20 20:00:00,5.665155195386533,0.10085551610949661
2024-02-20 21:00:00,-3.948521244159593,0.0963429934647568
2024-02-20 22:00:00,0.411294621813761,0.0076210832681174205
2024-02-20 23:00:00,-13.441862820052016,0.09634155529949913
2024-02-21 00:00:00,-1.4249702163751683,0.04070296827601954
2024-02-21 01:00:00,2.781273191748913,0.04870198906893802
2024-02-21 02:00:00,0.3866909832708329,0.12031455608924488
2024-02-21 03:00:00,4.1980301488143095,0.06402364112878313
2024-02-21 04:00:00,1.150049493763715,0.04296841000424864
2024-02-21 05:00:00,5.035236581032801,0.08605182658906928
2024-02-21 06:00:00,1.6383097306660082,0.03446243569839518
2024-02-21 07:00:00,2.1209436558510326,0.03486673772564577
2024-02-21 08:00:00,0.8253811844487342,0.013504936178947496
2024-02-21 09:00:00,3.557948998749033,-0.09744601771332803
2024-02-21 10:00:00,8.483977427402598,-0.58953355759868
2024-02-21 11:00:00,21.667086402168422,-0.6514653598174456
2024-02-21 12:00:00,25.624807160227444,-0.7446976304408365
2024-02-21 13:00:00,16.39120889214029,-0.4289208136108934
2024-02-21 14:00:00,-10.21716149024936,-0.21038116936578524
2024-02-21 15:00:00,-4.032025102867619,-0.08935433700176446
2024-02-21 16:00:00,-6.079171421523247,-0.08424105400924625
2024-02-21 17:00:00,12.340611025379154,0.26208106325268454
2024-02-21 18:00:00,19.537099295201134,0.48447897870359397
2024-02-21 19:00:00,21.462620406590347,0.535099604797416
2024-02-21 20:00:00,25.486326880436522,0.334103234562298
2024-02-21 21:00:00,0.5650728730476225,0.007906766382353008
2024-02-21 22:00:00,14.005585330916416,0.25617473900564114
2024-02-21 23:00:00,3.7359925821158635,0.069602663799759
2024-02-22 00:00:00,-6.349541846162997,0.12202704518464787
2024-02-22 01:00:00,13.78469303405938,-0.38536311698077075
2024-02-22 02:00:00,-5.499171990975869,0.2414247076554513
2024-02-22 03:00:00,-11.555985712445063,0.23721461159333576
2024-02-22 04:00:00,-9.604861661660367,0.168633559732085
2024-02-22 05:00:00,13.027845898267778,0.18448858471547205
2024-02-22 06:00:00,3.0308935068446203,0.06489302245631441
2024-02-22 07:00:00,3.1898272354848602,0.08421810437445293
2024-02-22 08:00:00,0.851907064189316,0.06344287092356068
2024-02-22 09:00:00,0.0746598795020903,0.010324858735083885
2024-02-22 10:00:00,-23.13994091780604,-0.3924388494729627
2024-02-22 11:00:00,-25.75057609064692,-0.4730626879582413
2024-02-22 12:00:00,-32.264323389211704,-0.5197930416547455
2024-02-22 13:00:00,-17.511530379700865,-0.26223506247643674
2024-02-22 14:00:00,-3.834353147982897,-0.055583764193217367
2024-02-22 15:00:00,-4.997130290011777,-0.08938169388313494
2024-02-22 16:00:00,-21.910086905404256,-0.3681253890487627
2024-02-22 17:00:00,13.843133920609008,0.2977722454905248
2024-02-22 18:00:00,15.823260851391728,0.4610507241081507
2024-02-22 19:00:00,6.632573580186167,0.17314712003827515
2024-02-22 20:00:00,14.503561935222928,0.3349243011089722
2024-02-22 21:00:00,4.543773665108494,0.09567047764156512
2024-02-22 22:00:00,-15.592709388575514,-0.31777108538131016
2024-02-22 23:00:00,7.9549084660185585,-0.16056898118805377
2024-02-23 00:00:00,-4.007499457788951,-0.061873727520711325
2024-02-23 01:00:00,-0.0,-0.0744812491132746
2024-02-23 02:00:00,-5.084576317492367,-0.0647502268992737
2024-02-23 03:00:00,0.4404935650799372,-0.012295359936357315
2024-02-23 04:00:00,6.187731287977388,-0.15533013575603444
2024-02-23 05:00:00,12.223179978783138,0.1717462410957305
2024-02-23 06:00:00,8.860765126292186,0.1693765555356537
2024-02-23 07:00:00,6.893059855425844,0.11575830613508399
2024-02-23 08:00:00,3.239984215052288,0.048655717300680114
2024-02-23 09:00:00,12.143140857757329,0.17434248831722657
2024-02-23 10:00:00,-28.406937782151136,-0.3922795289783882
2024-02-23 11:00:00,-51.84038286466823,-0.723804689011573
2024-02-23 12:00:00,-36.809924864477125,-0.5945555153733881
2024-02-23 13:00:00,-19.497014878905542,-0.3276887428053836
